sentence,label,source
"Cunveni a iddu, cunveni a mia....",sicilian,Cappiddazzu paga tuttu/Atto I
"I denti mi sbattevanu a marteddu, e 'u scuru, ddani era accussì fittu ca si putìa fiddari cc' 'u cuteddu!...",sicilian,Centona/La 'atta
"Non sapeva chi fari, ppi staccariti!...",sicilian,'a vilanza/Atto II
"Va beni, va beni.... ma 'sti frascularii Rachilina non l'ha' a fari cchiù, vasinnò sugnu bona e cara, ma si nesciu l'ugna....",sicilian,Cappiddazzu paga tuttu/Atto I
"Chi v' 'a vulussivu pigghiari, ccu mia?... Cummari... 'u sapiti comu si dici?... Occhiu ppi occhiu e denti ppi denti. (c. s.) - Chi sintiti diri? (freddo come una lama e risoluto) - Iddu si ju a curcari ccu me' mugghieri e iu mi vegnu a curcari ccu so' mugghieri!",sicilian,'a vilanza/Atto II
"Gasparinu Sòlima! (_lo introduce_). (_che ha incontrato nell'ingresso Iacu Naca, entra con un occhio a questo e l'altro a D.",sicilian,Cappiddazzu paga tuttu/Atto I
Ah ch'e' pinsari macari a tia?,sicilian,Cappiddazzu paga tuttu/Atto I
(_entrambi seguono don Gasparino fino alla comune.,sicilian,Cappiddazzu paga tuttu/Atto I
"Don Silvestru, vui chi non parrati?",sicilian,Centona/Ciarlatani
Altri quadri alle altre pareti.,sicilian,Scuru/Atto I
Pi fari chistu chi cc'era bisognu di tutta 'a vostra mutria?,sicilian,Cappiddazzu paga tuttu/Atto I
"Di cu' Ca di me' cucina Tidda, don Gasparinu!",sicilian,Cappiddazzu paga tuttu/Atto I
"'U cori mi pireva, sia pp' 'i schigghi di donna Tudda, sia pirchì, muddannu, Basta, 'ccillenza, fici comu a chiddu, dissi: – curaggiu! – e m' abbuddai, l'affrittu di mia, cu 'ddu gran jelu e 'ddu gran friddu...",sicilian,Centona/La 'atta
"E quando lo so io, è altro che ufficiale, è colonnello!",sicilian,Cappiddazzu paga tuttu/Atto I
"Cci 'u putemu dari 'ssu pirmissu, è veru?",sicilian,Cappiddazzu paga tuttu/Atto I
"(_dietro l'uscio_)--Si, si, cca semu! facitila tràsiri! Non avemu di chi scantarinni, nuatri! (_apre l'uscio dall'interno_). (_precipitandosi dentro_)--Ah si!",sicilian,Cappiddazzu paga tuttu/Atto II
"Eh, cu mia chi si scherza?...",sicilian,Cappiddazzu paga tuttu/Atto I
"Dicu: – signuri mei, m'arraccumannu, ca lassu 'mmenzu 'a strada a quattru figghi! – Avanti c'arrivai ci vosi un annu!...",sicilian,Centona/La 'atta
"Mi basta per una parte - e mancu m'ha' bastatu tantu bonu - ma non mi basta ppi 'n'autra... Iu 'u sacciu, ca iddu mi fici 'a festa ccu me' mugghieri....",sicilian,'a vilanza/Atto III
"Liddu e Don Nzulu, poi D.",sicilian,Cappiddazzu paga tuttu/Atto II
"'Ntantu, vutannu fogghiu, ju sacciu, amici, ca li stissi paroli spasimanti, li stissi cosi duci idda li dici, ccu 'dda stissa vuccuzza, all'autru amanti.",sicilian,Centona/La 'atta
Havi Tom un situ web?,sicilian,tatoeba:scn
"Sciaveriu, pinsati pi 'sti me' signuri... e macari pi mia....",sicilian,Cappiddazzu paga tuttu/Atto II
"Va, Anna, fatti accumpagnari, ca iu, tra pocu, sarò dintra, ha' capitu?",sicilian,'a vilanza/Atto I
Ma vui chi pi daveru diciti?,sicilian,Cappiddazzu paga tuttu/Atto I
– 'A'mprisa (scommessa) – Depallira (dea Pallade.,sicilian,Centona/Ciarlatani
"Ah, non l'ha' a carculari?",sicilian,'a vilanza/Atto II
"'na rifuliata di ventu... mentri ca 'u cumpari liggeva... (sorridendo, da finto semplicione). - E comu.... ccu 'a finestra chiusa?...",sicilian,'a vilanza/Atto I
Non è quistioni di votari facci; è quistioni di ragionari!,sicilian,Cappiddazzu paga tuttu/Atto I
Pirchì si chiddu ti scopri e t'ammazza è 'nta lu so' dirittu!,sicilian,'a vilanza/Atto II
"Allora, volgendo lo sguardo e vedendo anch'essa questo spettacolo, inviperisce_)--Rachilina!",sicilian,Cappiddazzu paga tuttu/Atto I
"Il che basta a perpetuare la fama del Martoglio anche se di queste liriche appassionate o giocose, di questi tanti sonetti, in cui un intero dramma, un'intera commedia, son racchiusi con potente efficacia nel giro di quattordici versi e tante volte in una sola parola o in un gesto espressivo, segnato con un'esclamazione, la critica ufficiale del Continente non ha mai mostrato di accorgersi bene.",sicilian,Centona/Prefazione
Nzulu e Brasi. (_dopo aver guardato un po' D.,sicilian,Cappiddazzu paga tuttu/Atto II
Pigghiaticci 'a misura a 'sti parenti mei e intantu daticci 'u campiunariu ca si scegghiunu 'a stoffa. (_D.,sicilian,Cappiddazzu paga tuttu/Atto II
"Don Peppi Nnappa, d'accussì jucati? – Misseri e sceccu ccu tutta 'a tistera, comu vi l'haju a diri, a vastunati, ca mancu haju sali di salera?",sicilian,Centona/Ciarlatani
"Voli essiri muzzicatu, pirchì pi la secunna vota sta stuzzicannu lu cani Mi maravigghiu di vui, cucinu!",sicilian,Cappiddazzu paga tuttu/Atto II
Senza pinsari a tuttu chiddu ca divi fari ddu galantomu appena sbarcatu (_dandosi tono_)--Eh già!,sicilian,Cappiddazzu paga tuttu/Atto II
"Cinc'uri senza latti, 'dda criaturedda!... Quannu mai!... A 'st'ura, nuzzinteddu, è misu ca chianci, 'n vrazzu, a' zâ Rachela, ca mi l'avrà addubbatu a pupuneddi di zuccaru, ppi fallu stari cuetu!",sicilian,'a vilanza/Atto I
"Storii d' amuri LA 'ATTA E LA FIMMINA AMURI ANTICU E AMURI PRISENTI AMURI DI FIMMINA E AMURI DI MATRI NON CRÌDIRI NÈ A DONNI, NÈ A SIRENI NON È LU DARI CA STRUJ E CUNSUMA a Cesare Pascarella 'A TISTIMUNIANZA A me' patri (ca si nni 'ntenni!) FIMMINI BEDDI LIRICHE Nona edizione riveduta e corretta Nninghinignola, gnola, gnola A cu' porta la capriola?",sicilian,Centona
"Facci d'omu bonu, guarda, Rachilina. (_Rachilina si alza e fa per accostarsi anche lei in punta di piedi.",sicilian,Cappiddazzu paga tuttu/Atto I
Non ti veni fatta! non ti veni fatta!,sicilian,Cappiddazzu paga tuttu/Atto II
"E sacciu puru ca lu fa filici ccu li stissi vasuni, e, 'ntra li tanti, avanti d'iddu a mia mi malidici, mi chiama 'nfami, fausu e briganti...",sicilian,Centona/La 'atta
"Allura guardati chi faciti: purtativi 'a relazioni e a menti ripusata, stasira, o dumani a matina, prestu, ci dati 'na bella liggiuta... ca iu, dumani, o' tardu, passu d' 'a vostra casa e m' 'a pigghiu...",sicilian,'a vilanza/Atto I
"E iu, cu' è 'ssu Peppi Nnappa! (_impressionata e accigliata_)--Zittitivi, quantu sentu chi è ca dici È ca mi pari ca tu.... no?..., eh, chi voi? mi pari ca l'occhi li ittasti supra un lapuni vecchiu, ca non fussi dignu di pusarisi supra un ciuri vivu vivu e friscu friscu comu si' tu!",sicilian,Cappiddazzu paga tuttu/Atto III
"Haiu una curiusità di vidillu nt' 'a facci! (_a Tidda_)--Bravu, signurina, 'u sta vidennu?",sicilian,Cappiddazzu paga tuttu/Atto III
Putiti calculari ca partu dumani e posdumani vi vegnu a truvari cca...,sicilian,'a vilanza/Atto I
"Chi c'è paura ti 'mbriacasti macari tu?... (cogliendo la palla al balzo, ride ostentatamente al modo degli ubbriachi) - Chi mi vidi, ca ti paru 'mbriaca?...",sicilian,'a vilanza/Atto I
Poi si appressano a D.,sicilian,Cappiddazzu paga tuttu/Atto I
"Come ci spèrcia, 'ranni Diu: sciancata, 'na nasca comu chi, lintiniusa!...",sicilian,Centona/Curigghiara
"A la stissa vilanza ccu 'na cajorda, la vulissi mettiri?.... Iu, ca sugnu schifiatu di li vasuna arraggiati di to' mugghieri e tu, t'hanno a vidiri, assassinu, ccu la facci china di sgraggiuni di 'sta 'nfelici (si accalora fino al massimo del furore e della disperazione), ca custringisti ccu la forza, vigliaccu!.... (afferrandolo) - Chi dici, Saru, ccu cu' parri?!",sicilian,'a vilanza/Atto III
"Giocatori: dicesi pure della gente che prende in giro. – Parrati, don Caloriu, comu siti? – Bonu, vui siti bonu? – Sentu diri: càrrichi, o 'nnunca brisculi, 'nn'aviti? – Zoccu vuliti, a vostru piaciri. – 'Na briscula vistuta. – Chi diciti? – Briscula!",sicilian,Centona/Ciarlatani
"A' me' casa... e iu cca, a' so' casa!",sicilian,'a vilanza/Atto III
E vui ci riditi ancora?,sicilian,Cappiddazzu paga tuttu/Atto I
"E iu fici chiddu ca fici pi scunsarivi li iaccola, pirchì non sugnu cchiù dda cunigghiedda di 'na vota!",sicilian,Cappiddazzu paga tuttu/Atto II
"... (che avrà fatti sforzi di cenni e di sguardi ora severi, ora supplichevoli per non farlo restare, alfine rassegnata) - 'Na vota ca.... hai chi fari!...",sicilian,'a vilanza/Atto I
"'N'autra, 'n'autra è la cosa gravi pi mia, ca mi duna di pinsari seriamenti e mi teni agitatu (e iu' 'u capisciu, mischinu! quannu unu è ddà... sulu... abbannunatu!) si fissau ca si senti comu un arvuliddu trapiantatu fora via... e mi scrivi ca si voli «rinnestari al vecchiu Ah, chi 'nt' 'a parintela 'a voli?",sicilian,Cappiddazzu paga tuttu/Atto I
"Nzulu che sorride con dispettosa bonarietà come per placarlo_)--Ah, vui ci riditi?",sicilian,Cappiddazzu paga tuttu/Atto I
--La scena è uguale per tutti e tre gli atti.,sicilian,Cappiddazzu paga tuttu/Atto I
"Abbasta ca non m' 'u fa fari troppu esageratu a mia, don Nzulu!",sicilian,Cappiddazzu paga tuttu/Atto III
"Diu l'avìa scrittu 'ntra li sò dicreta: – Amari sempri e mòriri ammazzata – e tu muristi, placita e cuèta...",sicilian,Centona/Fimmini beddi
"Siddu cci dicu: – 'Nfami, m'ha' tradutu, canusciu lu to' novu 'nnamuratu!... m'afferra spasimannu e poi, strinciutu a lu so' pettu, mi dici: – Si' 'ngratu!",sicilian,Centona/La 'atta
"(sollevandosi, con un ultimo sforzo, lo chiama, con un urlo disperato) - No!",sicilian,'a vilanza/Atto II
"In America, si procede Si, ma cca non semu in America! semu in Sicilia!",sicilian,Cappiddazzu paga tuttu/Atto I
"Ma mali cci nni avvinni, ca ci persi la figghia, la quali, puru idda sicretamenti 'nnamurata foddi di Vanni Lupu, cursi ppi riparallu, e ci lassò la vita!",sicilian,Centona/Vanni Lupu
"Malidittu lu jornu e lu mumentu quannu ti canuscii, curazzu 'ngratu; senza cunfortu e senza sacramentu!",sicilian,Centona/La 'atta
"Uh, e allura riccu è!....",sicilian,Cappiddazzu paga tuttu/Atto I
Medicu pietusu fa la chiaja verminusa.,sicilian,wikiquote
'U sapiti ca mi sta facennu simpatia prima d'arrivari?,sicilian,Cappiddazzu paga tuttu/Atto I
"Detti e don Nittu, poi Don Gasparinu. (_rientrando tutto accaldato, senza notare la presenza di D.",sicilian,Cappiddazzu paga tuttu/Atto II
"- Comune in fondo, uscio sulla sinistra e finestra a destra.",sicilian,'a vilanza/Atto I
"Chi fu, cucina Prazzita? (_lo guarda con occhi torvi e urla_)--L'acitu! (_volgendosi dall'altro lato_)--Tidda... parra tu! (_voltandogli le spalle_)--Affari vostri sunnu! (_a D.",sicilian,Cappiddazzu paga tuttu/Atto II
"Ccu tuttu chistu non l'avirrianu arristatu, nè ammazzatu mai, ppi lu tirruri ca 'ncuteva all'omini e ppi l'aiuti e l'avvertimenti salutari chi sempri ricivia da li fimmini.",sicilian,Centona/Vanni Lupu
"– Fetu (puzza) – Cùetu (quieto, calmo) – Sappi (seppi) – Pitittu (appetito) – Arfabetu (l'interlocutore intende: il registro di prenotazione del Sanatorio) – 'Nfurmativa (formalina) – Ardìca di furmicula (letteralmente tradotto: ortica di formica: l'interlocutore vorrebbe dire: aldèide fórmica) – Lampa (lampada; quella del vaporogeno) – Lu sacciu (lo so) – Ha jutu (è andato).",sicilian,Centona/Ciarlatani
"No, grazii, non vi disturbati.",sicilian,Cappiddazzu paga tuttu/Atto I
"Nzulu, che, dimenandosi, lo fa sobbalzare e poi ridere da scemo.",sicilian,Cappiddazzu paga tuttu/Atto I
"Una tavola in centro, un comò con sopra: un quadro di Madonna e lampada votiva accesa davanti, un lume a petrolio e un servizio da caffè per sei (addizzu), ben disposto.",sicilian,Scuru/Atto I
"Nzulu, vi facciu riflettiri ca 'u sacciu iu, e basta!",sicilian,Cappiddazzu paga tuttu/Atto I
"Cridiri divu, dunca, a l'occhi mei?",sicilian,Centona/La 'atta
(_apre il biglietto e legge stentatamente_) «Caro D. Peppi Nnappa» (_e chiustu sugnu iu!_) «Sacciu ca siti spinnatu»....,sicilian,Cappiddazzu paga tuttu/Atto III
"E mi s' 'a trova (e se la trovi) – Sci (esclamazione, voce di soddisfazione) – Accura (sta attento) – Senzamai (casomai) – Chiddu (quello) – Sfilazza (sfilaccia) – Trisoru (tesoro) – Ci appizza (ci rimette, ci perde) – Malanova renna (letteralmente tradotto: cattiva nuova fastidiosa: imprecazione comune fra le pettegole, indicante disprezzo) – Scumazza (schiuma, bava) – Munnizza (immondizia) – Signuruzza (signorona) – 'Oscenza (abbreviativo di voscenza: vostra eccellenza) – Minazza (minaccia) – Tinturìa (miseria) – Cui (chi) – Urfanazza (orfanaccia – detto nel senso di: povera diavola, diseredata) – Schifiu (schifezza). – Malanova, chi sorti di malaria!",sicilian,Centona/Ciarlatani
"Voscenza è cca, e iu cci stava vinennu a purtari un pizzinu d' 'a me' patruna!",sicilian,Cappiddazzu paga tuttu/Atto III
Don Peppi Nnappa e Don Cola Mecciu....,sicilian,Cappiddazzu paga tuttu/Atto III
"– Vinnirannu (Venerando) – Mintemu (mettiamo, poniamo) – Fausu 'ngannu (idiotismo: falso inganno, impostura) – Chistu (questo) – Sacciu (so) – Speju (spiego).– Chiddu di tannu (quello d'allora) – Non disprizzànnu (modo di dire: non disprezzando) – Cunzari (condire) – Minnali (minchione) – Agghiuntu (giunto, pervenuto, arrivato).",sicilian,Centona/'mbriachi
"Chisti sunnu cunti ca fôru mali fatti, sunnu 'mprisi di pazzi: Senza corda, 'ntra lu munti, non si va a ligna... e non si mori 'mpisi!...",sicilian,Centona/Fimmini beddi
"Mi chiamaru mentri ca era pi l'affari mei, ca non cci dava cunfidenza a nuddu....",sicilian,Cappiddazzu paga tuttu/Atto II
"(riapparendo, seguita da Oraziu) - Successi cosa a Saru?",sicilian,'a vilanza/Atto II
Mi dissi ca putissi veniri qualsiasi jornu tranni venerdì.,sicilian,tatoeba:scn
Nui vulemu scialari macari nuautri!,sicilian,Cappiddazzu paga tuttu/Atto III
"Ora, si non v'offenni la me' Musa, vi fazzu 'na dimanna maliziusa: doppu 'dda me' prijera piatusa, fu carità di cori, o fu pilusa?",sicilian,Centona/Fimmini beddi
No... chiddu ca diciti vui... chiddu ca dicemu nuautri...,sicilian,'a vilanza/Atto I
E di chi sorta! ...,sicilian,Centona/Curigghiara
"Poi, specialmenti 'ss'americani, tutti raduti fin' e' gigghia... ca sautanu comu tanti ariddi... e l'occhiu? l'occhiu vivu!... musculatura d'accussì...",sicilian,Cappiddazzu paga tuttu/Atto I
"Ah, Maria Santissima, cucinu, sugnu murtificata....",sicilian,Cappiddazzu paga tuttu/Atto I
"Lu corpu, forsi, ma l'arma no!",sicilian,'a vilanza/Atto III
– e spissu è un gran gianfuttiri Note.,sicilian,Centona/Fimmini beddi
"Va, datimi 'ssi carti, v' 'i leggiu iu (gliele leva di mano).",sicilian,'a vilanza/Atto I
E cu' è ca paga?,sicilian,Cappiddazzu paga tuttu/Atto III
"'ncucciatu forti, comu l'isca a l'amu!",sicilian,Centona/La 'atta
Cc'è 'stu fattu di 'stu duellu!,sicilian,Cappiddazzu paga tuttu/Atto II
"Appena mi nni parrasti, ti cascai 'nta li vrazza, è veru?...",sicilian,'a vilanza/Atto II
... (si precipita per uscire).,sicilian,'a vilanza/Atto II
"Oh, chi schifiu nni stati 'mpastizzannu? – Che dite? – Chi dicèmu?...",sicilian,Centona/Ciarlatani
"Aviti cuntatu macari 'i minuti, spaventu di Diu!...",sicilian,'a vilanza/Atto I
Non mi tuccati ca mi scozzulu!,sicilian,Cappiddazzu paga tuttu/Atto II
"Prazzita, che vedendosi minacciata s'alza anche Di mia v'allarmati, caru D.",sicilian,Cappiddazzu paga tuttu/Atto II
"Veste con decoro e ricercatezza, ma all'antica, con sul capo una «spagnoletta» di merletto nero; mezzi guanti di seta, e lenti cugina di entrambi; 38 anni; simpaticissima, sanguigna, di una avvenenza non del tutto ancora svanita; occhi grandi, vivaci, provocanti; carattere buono per natura, ma ribelle, impulsivo, sempre pronto all'aggressione, fino ad apparire da forsennata, quantunque in principio faccia di tutto per dimostrarsi mansueto e accomodante.",sicilian,Cappiddazzu paga tuttu/Personaggi
"abito di lana color tabacco di Spagna, tutto a smerli, guarniti di gallone nero, lustro, con guardinfante; pellegrina di panno viola sulle spalle; parrucca grigiastra; occhiali a staffa; mezzi guanti, e un fiasco capace, tutto pancia, dal collo a fungo, strettissimo: vi si legge in mezzo, a grossi caratteri neri: «Acitu».",sicilian,Cappiddazzu paga tuttu/Personaggi
"Cca c'è 'n sei di spati!... – E chi schifiu è, di 'sta manera?",sicilian,Centona/Ciarlatani
"Maria, zia... zia mia... mi sentu 'na cosa... mi manca... mi manca l'aria...",sicilian,Cappiddazzu paga tuttu/Atto II
Tu ti vo' ruvinari e mi vo' ruvinari!,sicilian,'a vilanza/Atto I
Ca sicuru ca semu parenti allura!,sicilian,Cappiddazzu paga tuttu/Atto I
"A me' cucina Tidda, a facemu stari bella commoda 'nta ddà reggia di casa ca misi, e siccomu a stari suli non è bonu mancu 'mparadisu, Don Gasparinu... vi diciditi finalmenti?...",sicilian,Cappiddazzu paga tuttu/Atto III
Tu ca ti nn'ha statu tant'anni cuetu a la me' casa!,sicilian,Cappiddazzu paga tuttu/Atto II
"Maria, chi parra grevia chissa, cucinu!",sicilian,Cappiddazzu paga tuttu/Atto III
"– Praneta (pianeta, destino) – Tistuzza (testina) – Brunna (bionda) – Cùrriri la valìa (correre la vita) – Pùddira (farfalla) – Panuzzu (panetto) – Vasata (bacio, baciata) – Spubbricazioni (pubblicazione, pubblicità, scandalo).",sicilian,Centona/Fimmini beddi
"Non ci manca un pezzu, ancora, ppi partiri 'u trenu?... (che comprende, offeso) - Ah, Anna, chi pensi?...",sicilian,'a vilanza/Atto II
"(afferrandola) - Ah, lu to' onuri, lu sai diri!",sicilian,'a vilanza/Atto III
"Giufà, dicci a 'u maestru c'attacca.",sicilian,Cappiddazzu paga tuttu/Atto III
Chi si cridi ca è pi mia?,sicilian,Cappiddazzu paga tuttu/Atto I
"Chi vuliti permettiri, facitimi 'stu piaciri!",sicilian,Cappiddazzu paga tuttu/Atto II
"T' 'u sintisti 'ntroitari l'americanu, è veru, iattaredda morta?",sicilian,Cappiddazzu paga tuttu/Atto II
"Facistivu 'a quistioni di l'età, e facistivu bonu, di dda gran fimmina di munnu ca siti...",sicilian,Cappiddazzu paga tuttu/Atto I
No! e pirchì m'avi a dispiaciri?,sicilian,Cappiddazzu paga tuttu/Atto I
"(_dopo breve scena muta, dolcemente al servo_)--Guarda chi fai, Brasuzzu.... Si fa tardu pi mia.... è megghiu ca mi nni vaiu, iu.... Si mi vo' iri a pigghiari chiddu chi sai.... (_scattando in piedi, subito imitata da D. Gasparino che sibila_)--Chi?",sicilian,Cappiddazzu paga tuttu/Atto II
"Non dicu di no... ma, in funnu in funnu, via... datu ca 'stu fidanzamentu non è ancora ufficiali... n' 'o sapi nuddu!",sicilian,Cappiddazzu paga tuttu/Atto I
"Tidda, Don Iacu, D. (_i primi tre siedono sulla sinistra della scena; gli altri sulla destra, meno D.",sicilian,Cappiddazzu paga tuttu/Atto II
"Ma un jornu, ppi difinnirisi di un'accusa di furtu 'ntra la barunìa – chi tantu ci calìa di non appariri latru all'occhiu di la barunissedda – spingiu la so' audacia e la so' imprudenza finu a prisintarisi a la Rocca, duranti una festa campestri.",sicilian,Centona/Vanni Lupu
"Quannu sarai grannuzzu e liggirai (forsi sarannu chiusi l'occhi mei!) 'sti quattru sunitteddi ca 'nvintai contra di l'omu e di li so' nichei, 'nsignati beni chistu ca non sai, e chi spirimintavi a costi mei contra li tristi 'un pridicari mai, ca l'omini su' tutti farisei.",sicilian,Centona/Fimmini beddi
"No, no... finemula cu 'ssa Tidda, ca assai cci aviti iucatu!",sicilian,Cappiddazzu paga tuttu/Atto II
"Ah... don Pippineddu? – Cca sugnu, cavaleri!...",sicilian,Centona/Ciarlatani
Cu' Ca si ancora non mi l'aviti fattu finiri?,sicilian,Cappiddazzu paga tuttu/Atto III
"... 'Na bella matina nesciu 'nta l'astricu, ppi purtarici 'u scagghiu... e non c'eranu chiù!... Cu' fu, di notti a notti, si l'aveva cagniatu!",sicilian,'a vilanza/Atto II
"Ma ora ca si' mia, Fata Murgana, 'ddi peni non li vogghiu jastimari: tantu chiù costa la priizza umana, tantu chiù fitta si voli sarvari.",sicilian,Centona/La 'atta
"Chi sta 'nquacchiariànnu? – A veru, è: turri–turri, turri–turri!",sicilian,Centona/Ciarlatani
"Gintazzi ca rispettu non aviti, mancu pri Chiddi ca su' suttirrati, accostu di li matri scunsulati!",sicilian,Centona/Fimmini beddi
"Vogghiu vidiri cu' è 'ssu Basta, 'u beni ti l'haiu avvisatu....",sicilian,Cappiddazzu paga tuttu/Atto III
"VANNI (imperiusu, fissannu Santu Vurparu, ca 'mpallidisci). (Spirannu 'nsemi, tinennusi ppi manu.",sicilian,Centona/Vanni Lupu
... – Ti salutu... – Bongiornu...,sicilian,Centona/Picciriddi
E vi pigghiati lu megghiu chiovu di la nostra varca!,sicilian,Cappiddazzu paga tuttu/Atto I
"Liddu, forte_)--Per carità, signor D.",sicilian,Cappiddazzu paga tuttu/Atto II
Ju 'u tegnu a du' parti!,sicilian,Centona/Ciarlatani
'ssu babbu di Brasi Cci aviamu ditta: «zittu» n' 'o risbigghiari.,sicilian,Cappiddazzu paga tuttu/Atto I
Ora vi fazzu vidiri iu! si non lassati 'stu ritrattu!,sicilian,Cappiddazzu paga tuttu/Atto II
Fa cridiri chi pretenni a la Zi Vittula...,sicilian,Cappiddazzu paga tuttu/Atto III
"Iacu s'inalbera_)--Signuri mei, oh! non facemu quistioni, comu finiu?...",sicilian,Cappiddazzu paga tuttu/Atto III
"E francamenti, poi... mi pari curiusu, lassatimillu diri, ca vui... propriu vui, cci la Acqua passata, cucina...",sicilian,Cappiddazzu paga tuttu/Atto I
"Cca sulu, ccu tia, iu mi sentu sicuru, tranquillu, sirenu comu un picciriddu 'n vrazzu di la mamma, ca non po' tradiri!",sicilian,'a vilanza/Atto II
E criditi ca 'na fimmina comu mia po' cediri a 'na cosa accussì mustruusa?!...,sicilian,'a vilanza/Atto II
"Voscenza trasi allura, ca iu vaiu a purtari 'n'autru pizzinu!",sicilian,Cappiddazzu paga tuttu/Atto III
"Ca ora, cucinu! aspittati tanticchia!",sicilian,Cappiddazzu paga tuttu/Atto I
"Ora ca vinistivu, comu sia sia, assitàtivi cca e faciti chiddu ca fannu l'autri, ca semu tutti 'mpaci.",sicilian,Cappiddazzu paga tuttu/Atto II
Cce lo volevo dire io!,sicilian,Cappiddazzu paga tuttu/Atto II
A mia?... (con un grido). - No!...,sicilian,'a vilanza/Atto II
"Ah... e allura, pirchì vinistivu?",sicilian,Cappiddazzu paga tuttu/Atto I
"Fra il balconcino e il portoncino, all'altezza di piú di due metri dal suolo, un'icona(3) di San Giovanni Decollato, a oleografia, ornata di rami di cipresso, ramoscelli di olivo e di palma, fiori di carta ed ostie colorate.",sicilian,San Giuvanni Decullatu/Atto I
Iacu_)--Matrimonii ca si cumminanu e si scumminanu....,sicilian,Cappiddazzu paga tuttu/Atto II
"Prazzita, Tidda, Rachilina e detti. (_le donne tornano in iscena un po' malconce, arrossate; Donna Prazzita e Tidda tenendo dai due lati opposti un vecchio ritratto ad olio rappresentante un notaio con la barba a collana e i capelli a boccoli, il collo fasciato da una grande cravatta a rabat, uso Bellini, ampio panciotto alla marescialla, abbottonato all'estremità d'un lato, una penna d'oca sull'orecchio e un codice in mano.",sicilian,Cappiddazzu paga tuttu/Atto II
"Arrivederci (Saru va via). (rimasto solo con Ninfa, la guarda lungamente, studiandola, poi le dice, pigiando sulle parole) - Bona 'a pigghiau..., 'u cumpari....",sicilian,'a vilanza/Atto I
Si? ma io non sono mai di troppo.,sicilian,Cappiddazzu paga tuttu/Atto III
"E ora, si non fussi ca mi sentu accussì malatu e ca mi siddìu di tutti cosi... mi sta dannu 'na prova di divuzioni e di fiducia, ca daveru mancu un figghiu!",sicilian,Cappiddazzu paga tuttu/Atto I
"50 anni; grigio; capelli piuttosto folti e lunghi; tutto raso; volto stanco, da malato; occhio vivacissimo; movimenti e gesti rapidi; tradisce di tanto in tanto come degli improvvisi arresti al cuore e al respiro.",sicilian,Cappiddazzu paga tuttu/Personaggi
E non vi pari l'ura ca vi nni scappati!...,sicilian,'a vilanza/Atto I
"Passanu l'uri e non vi nn'addunati ch'è notti e chi astutaru li lampiuni, non v'addunati ca misu a 'sta gnuni vi guardu 'ntra l'ucchiuzzi 'nnamurati.",sicilian,Centona/La 'atta
"Cci ficiru pigghiari un surtu, 'sti scialarati!",sicilian,Cappiddazzu paga tuttu/Atto II
"Mi facevunu deci ova 'a simana, in media, ca si vuscavunu 'a spisa megghiu di du' mammani!",sicilian,'a vilanza/Atto II
Accuminciu d' 'a signura donna Prazzita ca è a cchiù granni!,sicilian,Cappiddazzu paga tuttu/Atto II
"Mi pigghia quarche 'nsurtu, a stamatinu!",sicilian,Centona/Curigghiara
circunfirenza--cu bon prudi e saluti!,sicilian,Cappiddazzu paga tuttu/Atto II
"– Lèviti, ca 'u canusciu, o' baruneddu!",sicilian,Centona/Ciarlatani
Iu non ci vosi jri...,sicilian,'a vilanza/Atto I
"Ju p'accomora, mi stricu 'stu dui; dintra, si parra, poi, mi stricu, ad idda!",sicilian,Centona/Ciarlatani
"E... non ci 'a dugnu no !... – Vih, l'urfanazza?",sicilian,Centona/Ciarlatani
"Non cci iucamu, signuri mei, ca chistu l'opiranti fici all'America!",sicilian,Cappiddazzu paga tuttu/Atto III
"Quann'è ura m' 'i vinnu.... Cioè, no.... Ora c'è Ciccia....",sicilian,'a vilanza/Atto II
"Iu avia pinsatu di faricci un ricivimentu... un'accuglienza all'usu d'iddi... pumpusa, vah! sgargianti! pirchì tantu chiù pumpusa è, tantu chiù bella imprissioni cci fa...",sicilian,Cappiddazzu paga tuttu/Atto II
"mi dava un cartularu ogni matina, e a forza di pupazzi e di brutturi Ora sugnu grannuzzu (!), e li Signuri, mi dànnu l'albi, e ccu li me' scritturi ci li cummìnu 'na vera ruina...",sicilian,Centona/Fimmini beddi
"'U cumpari chi è, fora?...",sicilian,'a vilanza/Atto II
"Nzulu e Donna Tidda. (_resta accasciato, perchè vede compromesso nel meglio tutto il suo giuoco.",sicilian,Cappiddazzu paga tuttu/Atto I
"Aieri era tantu turbatu, comu si cci facissi umbra il mio contegno cu Cappiddazzu....",sicilian,Cappiddazzu paga tuttu/Atto III
Ora iu mi nni vaiu nni D.,sicilian,Cappiddazzu paga tuttu/Atto I
"'u stumacheddu!... (con intenzione) - So' matri si potti pigghiari quarchi dispiaciri, ajeri  ca ci nn'è sempri (pigiando sulle parole) - a causa di li mali genti, ca nun mancanu mai.... - ci desi latti straviatu e ci addugghiau 'u corpu, criaturi!...",sicilian,'a vilanza/Atto II
Idda ca è accussì suscettibili!,sicilian,Cappiddazzu paga tuttu/Atto II
"Mi jettu a li vostri pedi, cumpari!... (si china). (sollevandola). - No, non aviti a fari chissu, cummari!...",sicilian,'a vilanza/Atto II
Me zia avi tri picciriddi.,sicilian,tatoeba:scn
Non è visita pi tia!,sicilian,Cappiddazzu paga tuttu/Atto III
