sentence,label,source
Das kommt auf den Zusammenhang an.,other,tatoeba:deu
Willst du mich verdammt nochmal auf den Arm nehmen?!,other,tatoeba:deu
"Das ist das Dümmste, was ich je gesagt habe.",other,tatoeba:deu
"Ich will nicht erbärmlich sein, ich will cool sein!!",other,tatoeba:deu
"Wenn ich groß bin, will ich ein König sein.",other,tatoeba:deu
"Es ist wundervoll in Amerika zu sein, wenn man hier ist, um Geld zu verdienen.",other,tatoeba:deu
Ich bin so dick.,other,tatoeba:deu
Ich werde ihn erschießen.,other,tatoeba:deu
"Ich bin kein echter Fisch, ich bin nur ein einfaches Plüschtier.",other,tatoeba:deu
Ich sag's ja nur!,other,tatoeba:deu
"Wahrscheinlich war es das, was ihre Entscheidung beeinflusst hat.",other,tatoeba:deu
"Ich habe mich immer gefragt, wie es wäre, Geschwister zu haben.",other,tatoeba:deu
Das hätte ich gesagt.,other,tatoeba:deu
"Es würde ewig dauern, alles zu erklären.",other,tatoeba:deu
"Es liegt daran, dass du ein Mädchen bist.",other,tatoeba:deu
"Manchmal kann ich es nicht vermeiden, Gefühle zu zeigen.",other,tatoeba:deu
"Es ist ein Wort, für das ich gerne einen Ersatz finden würde.",other,tatoeba:deu
"Das wäre etwas, das ich programmieren sollte.",other,tatoeba:deu
"Ich beabsichtige nicht, selbstsüchtig zu sein.",other,tatoeba:deu
"Lass uns über das Schlimmste, das passieren könnte, nachdenken.",other,tatoeba:deu
Wie viele enge Freunde hast du?,other,tatoeba:deu
"Ich bin vielleicht asozial, aber das heißt nicht, dass ich nicht mit Leuten rede.",other,tatoeba:deu
Das ist immer so gewesen.,other,tatoeba:deu
"Ich denke, es ist am besten, nicht unhöflich zu sein.",other,tatoeba:deu
Man kann immer Zeit finden.,other,tatoeba:deu
"Ich wäre unglücklich, aber ich würde keinen Selbstmord begehen.",other,tatoeba:deu
Damals im Gymnasium bin ich jeden Morgen um 6 Uhr aufgestanden.,other,tatoeba:deu
"Als ich aufgewacht bin, war ich traurig.",other,tatoeba:deu
Das ist am Ende einigermaßen erklärt.,other,tatoeba:deu
"Ich dachte, du würdest gerne neue Sachen lernen.",other,tatoeba:deu
Die meisten Menschen schreiben über ihr Alltagsleben.,other,tatoeba:deu
"Wenn ich dir ein Marshmallow schicken könnte, Trang, würde ich es tun.",other,tatoeba:deu
"Um das zu tun, musst du Risiken eingehen.",other,tatoeba:deu
"Jeder Mensch, der allein ist, ist allein, weil er Angst vor den anderen hat.",other,tatoeba:deu
Warum fragst du?,other,tatoeba:deu
Ich bin kein Künstler. Ich hatte niemals das Zeug dazu.,other,tatoeba:deu
Ich kann es ihr jetzt nicht sagen. Das ist nicht mehr so einfach.,other,tatoeba:deu
"Ich bin ein Mensch, der viele Fehler hat, aber diese Fehler können leicht korrigiert werden.",other,tatoeba:deu
"Immer, wenn ich etwas finde, das mir gefällt, ist es zu teuer.",other,tatoeba:deu
Wie lange bist du geblieben?,other,tatoeba:deu
Vielleicht wird es für ihn genauso sein.,other,tatoeba:deu
Unschuld ist eine schöne Sache.,other,tatoeba:deu
"Die Menschen waren nie dazu gedacht, ewig zu leben.",other,tatoeba:deu
"Ich will meine Ideen nicht verlieren, selbst wenn einige von ihnen ein bisschen extrem sind.",other,tatoeba:deu
"Ich denke, ich habe dazu eine Theorie.",other,tatoeba:deu
Das macht neugierig.,other,tatoeba:deu
"Meinst du gerade, dass du absichtlich deine Schönheit versteckst?",other,tatoeba:deu
Ich habe kein Konto in diesen Foren.,other,tatoeba:deu
"Wenn jemand fragen sollte, was die Pointe der Geschichte sei, ich wüsste es wirklich nicht.",other,tatoeba:deu
"Ich wusste nicht, woher es kam.",other,tatoeba:deu
"Ich denke, dass mein Zusammenleben mit dir deine Lebensweise beeinflusst hat.",other,tatoeba:deu
Dies ist nicht wichtig.,other,tatoeba:deu
Ich möchte es nicht.,other,tatoeba:deu
"Sie fragt, wie das möglich ist.",other,tatoeba:deu
Du läufst einfach vor den Problemen des Lebens davon.,other,tatoeba:deu
"Wenn du den Liedtext anschaust, bedeutet er nicht wirklich viel.",other,tatoeba:deu
"Es gibt da ein Problem, das du nicht siehst.",other,tatoeba:deu
Du kannst das machen!,other,tatoeba:deu
"Meinem Physiklehrer ist es egal, wenn ich den Unterricht schwänze.",other,tatoeba:deu
"Ich wünschte, ich könnte nach Japan gehen.",other,tatoeba:deu
"Ich hasse es, wenn viele Leute da sind.",other,tatoeba:deu
Ich muss ins Bett gehen.,other,tatoeba:deu
"Danach gehe ich, aber dann merke ich, dass ich meinen Rucksack vergessen habe.",other,tatoeba:deu
Ich werde dich heute nichts mehr fragen.,other,tatoeba:deu
Nächste Woche wird es vielleicht Frost geben.,other,tatoeba:deu
"Obwohl er sich entschuldigt hat, bin ich immer noch wütend.",other,tatoeba:deu
"Die Polizei wird euch dazu bringen, die Kugeln zu finden.",other,tatoeba:deu
"Danke, dass Sie mir letzten Endes erklärt haben, warum die Leute mich für einen Idioten halten.",other,tatoeba:deu
Das war nicht meine Absicht.,other,tatoeba:deu
Danke für Ihre Erklärung.,other,tatoeba:deu
Theoretisch mache ich gerade Mathe.,other,tatoeba:deu
"Wenn du mich nicht so gekannt hast, dann hast du mich einfach gar nicht gekannt.",other,tatoeba:deu
"Es hat mir fast Angst gemacht, dich einen ganzen Tag nicht online zu sehen.",other,tatoeba:deu
"Ich weiß nicht, was du meinst.",other,tatoeba:deu
Mein Computer muss mir zu etwas nützen.,other,tatoeba:deu
Du wolltest mit mir über Freiheit sprechen?,other,tatoeba:deu
"Oh, jetzt ist es wirklich verwirrend...",other,tatoeba:deu
"Wenn ich dich erschrecken wollte, würde ich dir erzählen, was ich vor ein paar Wochen geträumt habe.",other,tatoeba:deu
Man kann nicht alles von den Schulen erwarten.,other,tatoeba:deu
"Es gibt viele Wörter, die ich nicht verstehe.",other,tatoeba:deu
"Ich mag es nicht, wenn Mathematiker, die viel mehr als ich wissen, sich nicht genau ausdrücken können.",other,tatoeba:deu
Du bist nicht wirklich dumm.,other,tatoeba:deu
Ich muss dir eine dumme Frage stellen.,other,tatoeba:deu
"Ich weiß nicht, wie ich es beweisen soll, so selbstverständlich wie es ist!",other,tatoeba:deu
"Ich hätte nicht gedacht, dass ich eines Tages bei Wikipedia ""Viagra"" nachschauen würde.",other,tatoeba:deu
Kann man das anders ausdrücken?,other,tatoeba:deu
Niemand wird's erfahren.,other,tatoeba:deu
"Ich habe eine Lösung gefunden, aber ich habe sie so schnell gefunden, dass es nicht die richtige Lösung sein kann.",other,tatoeba:deu
Das scheint mir interessant!,other,tatoeba:deu
"Nur, dass es hier nicht so einfach ist.",other,tatoeba:deu
Ich mag gerne Kerzenlicht.,other,tatoeba:deu
Was hast du geantwortet?,other,tatoeba:deu
"Nein, er ist nicht mein neuer Freund.",other,tatoeba:deu
"Es ist schade, dass ich nicht abnehmen muss.",other,tatoeba:deu
Hast du nie Unterricht oder was?!,other,tatoeba:deu
"Ich werde also Sudoku spielen, anstatt dich weiter zu stören.",other,tatoeba:deu
Wo ist das Problem?,other,tatoeba:deu
"Das ist keine große Überraschung, oder?",other,tatoeba:deu
Ich mag dich nicht mehr.,other,tatoeba:deu
Ich bin neugierig.,other,tatoeba:deu
Ich will nicht so lange warten.,other,tatoeba:deu
Warum kommst du uns nicht besuchen?,other,tatoeba:deu
Aber die Möglichkeit scheint unwahrscheinlich.,other,tatoeba:deu
"Es war eine schlechte Idee, sich abzumelden.",other,tatoeba:deu
"Ich weiß nicht mehr, was ich tun soll.",other,tatoeba:deu
"Es ist unvermeidbar, dass ich eines Tages nach Frankreich gehe, ich weiß nur nicht, wann.",other,tatoeba:deu
Ich hasse Chemie.,other,tatoeba:deu
"Ich wollte nicht, dass das passiert.",other,tatoeba:deu
"Du kannst vermutlich erahnen, was indessen passiert.",other,tatoeba:deu
"Bevor du dich versiehst, wirst du in der Zeitung sein.",other,tatoeba:deu
Was für andere Optionen habe ich?,other,tatoeba:deu
Ich habe nicht viel von einem Reisenden.,other,tatoeba:deu
Ich habe nichts Besseres zu tun.,other,tatoeba:deu
Ich kann es auch nicht erklären.,other,tatoeba:deu
"Aber im Ernst, die Episode 21 hat mich fast vor Lachen weinen lassen.",other,tatoeba:deu
"Es zeigt nur, dass du kein Roboter bist.",other,tatoeba:deu
Wie könnte ich ein Roboter sein? Roboter träumen nicht.,other,tatoeba:deu
"""Daran habe ich nie gedacht"", sagte der alte Mann. ""Was sollen wir tun?""",other,tatoeba:deu
"Das ist nichts, was jeder Beliebige tun kann.",other,tatoeba:deu
"Ich weiß nicht, ob ich es noch habe.",other,tatoeba:deu
"Was denkst du, was ich gerade gemacht habe?",other,tatoeba:deu
Unterschätze nicht meine Macht!,other,tatoeba:deu
Meine Mutter spricht nicht sehr gut Englisch.,other,tatoeba:deu
Ich spreche nicht gut genug Französisch!,other,tatoeba:deu
"Ich fragte mich, ob du heute kommen würdest.",other,tatoeba:deu
Dort liegt das Problem.,other,tatoeba:deu
Wie findest du Nahrung im Weltraum?,other,tatoeba:deu
"Ihr müsst nichts tun, außer euch zu vertrauen.",other,tatoeba:deu
Alle wollen dich kennenlernen. Du bist berühmt!,other,tatoeba:deu
"Wieso tut dir etwas leid, das du nicht gemacht hast?",other,tatoeba:deu
Ich verabscheue förmliches Schreiben zutiefst!,other,tatoeba:deu
Ausländer machen mich neugierig.,other,tatoeba:deu
"Was auch immer ich tue, sie sagt, ich kann es besser.",other,tatoeba:deu
Warum bist du um diese Uhrzeit noch wach?,other,tatoeba:deu
"Du wärst überrascht, was man in einer Woche lernen kann.",other,tatoeba:deu
"Ich habe niemanden, der mit mir reisen würde.",other,tatoeba:deu
Du bist nicht schnell genug.,other,tatoeba:deu
"Das Leben ist hart, aber ich bin härter.",other,tatoeba:deu
Ertragen kann unerträglich sein.,other,tatoeba:deu
Hör auf! Sie fühlt sich dadurch unbehaglich!,other,tatoeba:deu
Nur die Wahrheit ist schön.,other,tatoeba:deu
Morgen wird er auf dem Mond landen.,other,tatoeba:deu
Ich spreche kein Japanisch.,other,tatoeba:deu
Das ist ein Wortspiel.,other,tatoeba:deu
Niemand versteht mich.,other,tatoeba:deu
"Ich habe gelernt, ohne sie zu leben.",other,tatoeba:deu
"Das bringt nichts mehr, weiter nachzudenken.",other,tatoeba:deu
Mir gehen in diesen Tagen zu viele Dinge durch den Kopf.,other,tatoeba:deu
Ich wollte gerade meine E-Mails abrufen.,other,tatoeba:deu
"Musst du wirklich die Frage stellen, um die Antwort zu erfahren?",other,tatoeba:deu
"Du kannst nicht von mir erwarten, dass ich immer an alles denke!",other,tatoeba:deu
"Ich vermute, dass es hinter jeder Sache, die wir tun müssen, etwas gibt, das wir tun wollen...",other,tatoeba:deu
Du hast wirklich nicht die richtigen Prioritäten!,other,tatoeba:deu
"Man darf nicht darauf warten, dass die anderen für einen denken!",other,tatoeba:deu
Du hast nie Zeit für die wichtigen Dinge!,other,tatoeba:deu
"Es ist die Mühe nicht wert, so zu tun, als würdest du mich dazu bringen zu glauben, dass ich Dinge glaube, die du nicht glaubst.",other,tatoeba:deu
"Das würde zu lange dauern, dir zu erklären, warum das nicht funktionieren wird.",other,tatoeba:deu
"Ich bin so blöd... ich versuche, dir Dinge zu erklären, die ich selbst nicht verstehe.",other,tatoeba:deu
"Hör auf, mich als einen ""normalen"" Menschen anzusehen!",other,tatoeba:deu
"Du könntest zumindest versuchen, ein bisschen höflicher zu sein, auch wenn das nicht in deiner Natur liegt.",other,tatoeba:deu
"Es gibt immer Dinge, die ich nie lernen werde, ich habe nicht ewig Zeit.",other,tatoeba:deu
Das ist nicht möglich!,other,tatoeba:deu
"Ich wünschte, ich könnte mir mehr aus Noten machen, aber scheinbar habe ich an einem gewissen Punkt in meinem Leben entschieden, dass es nicht mehr so wichtig sei.",other,tatoeba:deu
"„Wer rastet, der rostet“ ist ein Sprichwort.",other,tatoeba:deu
Willst du etwas zum Trinken?,other,tatoeba:deu
"""Wer ist es?"" ""Es ist deine Mutter.""",other,tatoeba:deu
„Wann wirst du zurückkommen?“ – „Das hängt ganz vom Wetter ab.“,other,tatoeba:deu
„Was ist los?“ fragte das kleine weiße Kaninchen.,other,tatoeba:deu
„Was passiert in der Höhle? Ich bin neugierig.“ – „Ich habe keine Ahnung.“,other,tatoeba:deu
"""Was ist dein Wunsch?"", fragte das kleine weiße Kaninchen.",other,tatoeba:deu
"Wir müssen lernen, als Brüder zusammen zu leben, oder wir werden als Narren zusammen untergehen.",other,tatoeba:deu
"Öh, wie funktioniert das?",other,tatoeba:deu
"""Um die Wahrheit zu sagen, ich habe Höhenangst."" ""Du bist ein Angsthase!""",other,tatoeba:deu
"""Vertraue mir"", sagte er.",other,tatoeba:deu
"„Danach habe ich gesucht“, erklärte er.",other,tatoeba:deu
"„Das sieht ziemlich interessant aus“, sagt Hiroshi.",other,tatoeba:deu
Ihre Kommunikation ist vielleicht viel komplexer als wir dachten.,other,tatoeba:deu
"""Das Telefon klingelt."" ""Ich geh' dran.""",other,tatoeba:deu
"""Das ist sehr nett von Ihnen"", antwortete Willie.",other,tatoeba:deu
„Danke für die Hilfe.“ – „Keine Ursache.“,other,tatoeba:deu
Irgendwann werde ich wie der Wind rennen.,other,tatoeba:deu
"""Sie mag Musik."" ""Ich auch.""",other,tatoeba:deu
"Lass es mich wissen, wenn es irgendetwas gibt, was ich tun kann.",other,tatoeba:deu
"Möglicherweise ist das Glück, das uns dort erwartet, überhaupt nicht die Art Glück, die wir uns wünschen würden.",other,tatoeba:deu
"Du entscheidest, ob wir dahin gehen oder nicht.",other,tatoeba:deu
Das fängt nicht vor acht Uhr dreißig an.,other,tatoeba:deu
"Ich wünsche mir ein Boot, das mich weit weg von hier bringt.",other,tatoeba:deu
"„Ich habe Lust, Karten zu spielen.“ – „Ich auch.“",other,tatoeba:deu
"""Sind wir uns nicht schon einmal begegnet?"", fragte der Student.",other,tatoeba:deu
Ein Japaner würde so etwas nie tun.,other,tatoeba:deu
Der Bogenschütze tötete den Hirsch.,other,tatoeba:deu
"Der Kommunismus wird nie erreicht werden, solange ich lebe.",other,tatoeba:deu
Der Roggen wurde Arme-Leute-Getreide genannt.,other,tatoeba:deu
"In den 1950ern sagte man den Finnen nach, eine der ungesündesten Ernährungsweisen der Welt zu haben.",other,tatoeba:deu
"Wenn du einen Fehler siehst, dann korrigiere ihn bitte.",other,tatoeba:deu
Lege das Kartenspiel auf den Eichentisch.,other,tatoeba:deu
Die Deutschen sind sehr listig.,other,tatoeba:deu
"Wenn man nicht isst, stirbt man.",other,tatoeba:deu
"Wie schreibt man ""pretty""?",other,tatoeba:deu
Wieso gehen wir nicht heim?,other,tatoeba:deu
"Es tut mir leid, ich kann nicht lange bleiben.",other,tatoeba:deu
10 Jahre sind eine lange Zeit zum Warten.,other,tatoeba:deu
„Wieso gehst du nicht?“ – „Weil ich nicht will.“,other,tatoeba:deu
Eine Million Menschen haben im Krieg ihr Leben verloren.,other,tatoeba:deu
Ich kam vor drei Jahren nach Tokyo und seither habe ich hier gelebt.,other,tatoeba:deu
Ich habe mehr als einen Monat lang in Nagoya gelebt.,other,tatoeba:deu
"Es ist überhaupt nicht selten, länger als neunzig Jahre zu leben.",other,tatoeba:deu
Zuerst werde ich ein Schema meiner neuen Website machen.,other,tatoeba:deu
"Demokratie ist die schlechteste Regierungsform, abgesehen von allen anderen, die ausprobiert wurden.",other,tatoeba:deu
"Wenn man beginnt, seinem Passfoto ähnlich zu sehen, sollte man in den Urlaub fahren.",other,tatoeba:deu
"Ich war's nicht, Kommissar!",other,tatoeba:deu
"Oh, meine weiße Hose! Sie war neu.",other,tatoeba:deu
Bei so vielen Leuten wurde er natürlich etwas nervös.,other,tatoeba:deu
Beim Verlassen des Bahnhofs sah ich einen Mann.,other,tatoeba:deu
Und niemand hat Ihnen geholfen?,other,tatoeba:deu
Du bist ein Engel!,other,tatoeba:deu
Die Madrilenen sind verrückt.,other,tatoeba:deu
"Nun gut, die Nacht ist sehr lang, oder?",other,tatoeba:deu
"Du hast Glück gehabt, dass er dich nicht gebissen hat.",other,tatoeba:deu
Hast du mich vermisst?,other,tatoeba:deu
Sind sie alle gleich?,other,tatoeba:deu
Wo sind bitte die Eier?,other,tatoeba:deu
Ich nehme ihn.,other,tatoeba:deu
Das ist eine Überraschung.,other,tatoeba:deu
Das ist eine gute Idee!,other,tatoeba:deu
Hin- und Rückfahrt? Nur Hinfahrt.,other,tatoeba:deu
"Es ist schade, wenn jemand stirbt.",other,tatoeba:deu
Der Mund blieb ihnen offen stehen.,other,tatoeba:deu
Donnerwetter! Das ist nicht schlecht!,other,tatoeba:deu
Nach der Wäsche in Form bringen.,other,tatoeba:deu
Vor dem Tragen waschen.,other,tatoeba:deu
"Nicht öffnen, bevor der Zug hält.",other,tatoeba:deu
"Wer im Glashaus sitzt, sollte nicht mit Steinen werfen.",other,tatoeba:deu
"Man sagt, Liebe mache blind.",other,tatoeba:deu
"Oh, tut mir leid.",other,tatoeba:deu
"Mathe ist wie Liebe - eine einfache Idee, aber es kann kompliziert werden.",other,tatoeba:deu
"Antworten sind nur dann nützlich, wenn sie neue Fragen aufwerfen.",other,tatoeba:deu
"An sich selbst zu zweifeln, ist das erste Zeichen von Intelligenz.",other,tatoeba:deu
"Arm ist nicht, wer zu wenig besitzt, sondern, wer zu viel haben möchte.",other,tatoeba:deu
"Da du nicht überrascht bist, denke ich, musst du es gewusst haben.",other,tatoeba:deu
Wie lange braucht man bis zum Bahnhof?,other,tatoeba:deu
Das wird eine gute Erinnerung an meine Reise durch die Vereinigten Staaten sein.,other,tatoeba:deu
"Entschuldigung, erlauben Sie mir, auf drei Fehler in dem obigen Artikel hinzuweisen.",other,tatoeba:deu
"Es ist schwierig, ein Gespräch mit jemandem zu führen, der nur ""Ja"" und ""Nein"" sagt.",other,tatoeba:deu
Sprichst du Italienisch?,other,tatoeba:deu
"""Ich kann bei diesem Lärm nicht denken"", sagte sie auf die Schreibmaschine starrend.",other,tatoeba:deu
"Man sagt, dass ""Hamlet"" das interessanteste Stück sei, das je geschrieben wurde.",other,tatoeba:deu
"""Mama, darf ich einen Keks essen?"" ""Nein, darfst du nicht. Man sollte nicht zwischen den Mahlzeiten essen.""",other,tatoeba:deu
Könnte ich eine Frage stellen?,other,tatoeba:deu
"""Wie fühlst du dich?"", fragte er.",other,tatoeba:deu
"Es ist ziemlich schwierig, Französisch nach 2, 3 Jahren zu beherrschen.",other,tatoeba:deu
"Es ist mir unmöglich, es dir zu erklären.",other,tatoeba:deu
"Ich möchte nicht mein restliches Leben damit verbringen, es zu bereuen.",other,tatoeba:deu
"Es wäre lustig zu sehen, wie die Dinge sich im Lauf der Jahre ändern.",other,tatoeba:deu
Das hätte ich nie gedacht.,other,tatoeba:deu
Die Fantasie hat Auswirkungen auf alle Aspekte in unserem Leben.,other,tatoeba:deu
Du wirst mich eines Tages vergessen.,other,tatoeba:deu
Das ist ziemlich unerwartet.,other,tatoeba:deu
"Ich frage mich, wie lange es dauern wird.",other,tatoeba:deu
Ich kann ohne Fernsehen nicht leben.,other,tatoeba:deu
Ich hätte es ohne dich nicht machen können. Danke.,other,tatoeba:deu
Ohne Anstrengung erreicht man nichts.,other,tatoeba:deu
Viele Menschen wandern ziellos durchs Leben.,other,tatoeba:deu
Ein Leben ohne Liebe hat überhaupt keinen Sinn.,other,tatoeba:deu
"Lasst es mich wissen, wenn ich irgendwelche Änderungen machen muss.",other,tatoeba:deu
"Ich denke, dass Prüfungen die Erziehung ruinieren.",other,tatoeba:deu
Wir können wegen des Lärms nicht schlafen.,other,tatoeba:deu
Hast du ein Kondom?,other,tatoeba:deu
„Eine Katze?“ fragte der alte Mann.,other,tatoeba:deu
"Tu, was auch immer er dir befiehlt.",other,tatoeba:deu
Ich kann in 10 Minuten zur Schule gehen.,other,tatoeba:deu
"Ich habe über zwei Stunden gebraucht, um einige Seiten Englisch zu übersetzen.",other,tatoeba:deu
Es ist schon 11 Uhr.,other,tatoeba:deu
Könnte ich Fräulein Brown sprechen?,other,tatoeba:deu
"""Ja, Orangensaft bitte"", sagt Mike.",other,tatoeba:deu
"""Ah!"" ist ein Ausruf.",other,tatoeba:deu
"Die Verpflichtung zum Schulbesuch wird selten analysiert in der Vielzahl der Werke, die den mannigfaltigen Arten gewidmet sind, bei Kindern den Wunsch zu lernen zu entwickeln.",other,tatoeba:deu
Mann bist du doof! Ich muss dir echt alles erklären!,other,tatoeba:deu
Ich habe ein Hühnchen mit dir zu rupfen.,other,tatoeba:deu
"Ist es nötig, dass ich dir Geld gebe?",other,tatoeba:deu
Paris ist die schönste Stadt der Welt.,other,tatoeba:deu
"Ich dachte immer, einen Herzanfall zu haben, sei die Art der Natur, dir zu sagen, dass du sterben musst.",other,tatoeba:deu
"He, ich habe vielleicht kein Geld, aber ich habe immer noch meinen Stolz.",other,tatoeba:deu
Ich habe einen Traum.,other,tatoeba:deu
"Das ist meine Freundin Rachel, wir sind zusammen ins Gymnasium gegangen.",other,tatoeba:deu
Die Lebenshaltungskosten sind drastisch gestiegen.,other,tatoeba:deu
Alles Erfundene ist wahr.,other,tatoeba:deu
"Überrascht sein, sich wundern, heißt anfangen, zu verstehen.",other,tatoeba:deu
Zweifellos ist das Universum unendlich.,other,tatoeba:deu
Zur Vollkommenheit fehlte ihr nur ein Fehler.,other,tatoeba:deu
"Und doch, auch das Gegenteil ist immer wahr.",other,tatoeba:deu
"Wir sehen die Dinge nicht, wie sie sind, sondern wie wir sind.",other,tatoeba:deu
Die Welt ist ein Irrenhaus.,other,tatoeba:deu
"Kein Schüler beschwert sich je, Schmerzen im Frontallappen der linken Gehirnhälfte zu haben.",other,tatoeba:deu
"Du hast mir die Augen dafür geöffnet, wie es ist, wenn alles gut geht.",other,tatoeba:deu
"Du hast mich gefunden, wo sonst niemand gesucht hat.",other,tatoeba:deu
"Du bist an meiner Seite, jetzt ist alles gut.",other,tatoeba:deu
"Wie, du weißt nicht?!",other,tatoeba:deu
Du siehst dumm aus.,other,tatoeba:deu
"Ich denke, ich werde schlafen gehen.",other,tatoeba:deu
"Ich muss einkaufen gehen, ich komme in einer Stunde zurück.",other,tatoeba:deu
Ich heiße Jack.,other,tatoeba:deu
Es gefällt mir sehr gut.,other,tatoeba:deu
Sehen wir uns morgen?,other,tatoeba:deu
Wie heißt das auf Italienisch?,other,tatoeba:deu
Ist es weit von hier?,other,tatoeba:deu
Das sind nicht meine Sachen!,other,tatoeba:deu
"Danke, das ist alles.",other,tatoeba:deu
Tanzt du mit mir?,other,tatoeba:deu
Wie viel Uhr ist es?,other,tatoeba:deu
Es ist nicht meine Schuld!,other,tatoeba:deu
Ich möchte eine Nacht bleiben.,other,tatoeba:deu
Könnten Sie für mich wählen? Das Telefon hängt zu hoch.,other,tatoeba:deu
Gibt es hier in der Nähe eine Jugendherberge?,other,tatoeba:deu
Wo sind die Duschen?,other,tatoeba:deu
Öffnen Sie den Mund!,other,tatoeba:deu
Ist es schlimm?,other,tatoeba:deu
Ich habe meine Brieftasche verloren.,other,tatoeba:deu
Ich bin einverstanden.,other,tatoeba:deu
Liebe ist nie verschwendet.,other,tatoeba:deu
"Leben ist das, was dir zustößt, während du gerade damit beschäftigt bist, andere Pläne zu machen.",other,tatoeba:deu
Nicht wollen ist das Gleiche wie haben.,other,tatoeba:deu
Er ist sehr sexy.,other,tatoeba:deu
Lass mich in Ruhe!,other,tatoeba:deu
"„Gib mir bitte das Salz.“ „Hier, nimm.“",other,tatoeba:deu
Es gibt zu viele Dinge zu tun!,other,tatoeba:deu
Wie alt bist du?,other,tatoeba:deu
"Los, spiel' mit mir, mir ist so langweilig!",other,tatoeba:deu
"Denk nicht mal dran, meine Schokolade zu essen!",other,tatoeba:deu
"Hör auf, mich um ein Getränk zu bitten! Geh, hol dir selbst eins.",other,tatoeba:deu
Dank dir habe ich meinen Appetit verloren.,other,tatoeba:deu
"Ich habe wirklich das Bedürfnis, jemanden zu schlagen.",other,tatoeba:deu
"Das ist so lange her, dass ich mit meiner Familie ins Disneyland gegangen bin.",other,tatoeba:deu
Meine Eltern streiten sich dauernd wegen Kleinigkeiten. Das regt mich so auf!,other,tatoeba:deu
"Wenn du dich nicht mit Sonnencreme eincremen willst, ist das deine Sache. Aber beschwer' dich später nicht bei mir, wenn du Sonnenbrand hast.",other,tatoeba:deu
"Meine Freunde sagen immer, ich sei zu ruhig, aber meine Familie sagt immer, ich sei zu nervig.",other,tatoeba:deu
"Ich hasse diese Spinnen; wegen denen flippe ich jedes Mal aus, wenn ich sauber mache.",other,tatoeba:deu
"Zu nervig... Ich kann nicht einmal einen Computer benutzen, ohne Kopfweh zu bekommen!",other,tatoeba:deu
"Es ist so heiß, dass man Eier auf den Motorhauben der Autos braten könnte.",other,tatoeba:deu
Wer kennt dieses Problem nicht?!,other,tatoeba:deu
Heute ist es sehr heiß.,other,tatoeba:deu
Es ist niemand gekommen.,other,tatoeba:deu
Ich habe noch nie einen roten Kühlschrank gesehen.,other,tatoeba:deu
Er hat sein Wort gebrochen.,other,tatoeba:deu
"Lieber für das gehasst werden, was man ist, als geliebt werden für das, was man nicht ist.",other,tatoeba:deu
"Es ist einsam im Sattel, seit das Pferd gestorben ist.",other,tatoeba:deu
"Die Mathematik ist der Teil der Wissenschaft, den man weiter betreiben könnte, wenn man morgen aufwachen würde und entdecken würde, dass das Universum weg ist.",other,tatoeba:deu
Wilt u een kopje koffie?,other,tatoeba:nld
Hoe oud bent u?,other,tatoeba:nld
We houden niet van regen.,other,tatoeba:nld
Hoe is het weer?,other,tatoeba:nld
In Parijs heb ik voor een maand een kamer gehuurd.,other,tatoeba:nld
"Ik koop briefpapier, postzegels en papieren zakdoekjes.",other,tatoeba:nld
"Goedenavond, hoe maakt u het?",other,tatoeba:nld
"Goedemorgen, hoe maakt u het?",other,tatoeba:nld
Muiriel is nu 20 jaar oud.,other,tatoeba:nld
Ik weet het niet.,other,tatoeba:nld
Gerechtigheid is duur.,other,tatoeba:nld
De meeste mensen denken dat ik gek ben.,other,tatoeba:nld
Ik moet gaan slapen.,other,tatoeba:nld
Heb je gezegd dat ik nooit zou kunnen winnen?,other,tatoeba:nld
Gelukkige verjaardag Muiriel!,other,tatoeba:nld
Vandaag is het 18 juni en het is de verjaardag van Muiriel!,other,tatoeba:nld
Wat is dat?,other,tatoeba:nld
Wat doe je?,other,tatoeba:nld
Laten we iets proberen!,other,tatoeba:nld
Ik wacht al uren lang.,other,tatoeba:nld
Ik was in de bergen.,other,tatoeba:nld
Dat was een slecht konijn.,other,tatoeba:nld
Ik weet niet wat te zeggen...,other,tatoeba:nld
Hier komt nooit een eind aan.,other,tatoeba:nld
Ik heb er geen woorden voor.,other,tatoeba:nld
Ik ben zo terug.,other,tatoeba:nld
"Het wachtwoord is ""Muiriel"".",other,tatoeba:nld
Het onderwijs in deze wereld valt me tegen.,other,tatoeba:nld
Tenslotte moet iedereen zelf leren.,other,tatoeba:nld
Om de een of andere reden werkte de microfoon daarnet niet.,other,tatoeba:nld
Ik weet niet of ik tijd heb.,other,tatoeba:nld
Is dit een recente foto?,other,tatoeba:nld
"Op onze website, http://www.example.com, staat alle informatie die je nodig hebt.",other,tatoeba:nld
Blijf zwemmen tot je aan je grens zit.,other,tatoeba:nld
Laat het ons eerst hebben over de experimenten die uitgevoerd worden in laboratoria.,other,tatoeba:nld
Hoe heet u?,other,tatoeba:nld
"Het ligt misschien niet in je aard, maar je zou tenminste een beetje beleefd kunnen zijn.",other,tatoeba:nld
Spanjaarden hebben twee achternamen.,other,tatoeba:nld
Paco tekent stadsgezichten.,other,tatoeba:nld
Raúl kan zich zonder zijn vrienden niet vermaken.,other,tatoeba:nld
Rosa Montero is een heel bijzondere vrouw.,other,tatoeba:nld
